"ID","Description","DisGeNET_GeneRatio","DisGeNet_BgRatio","DisGeNet_pvalue","DisGeNet_p.adjust","DisGeNet_qvalue","ENTREZID","DisGeNEt_Count"
"C1959632","Plasma Cell Neoplasm","2/95","46/21671",0.0173654818263138,0.220668683695353,0.193316377917578,"930/2324",2
"C0020649","Hypotension","3/95","125/21671",0.0176494674409796,0.22318865380462,0.195523992907735,"4129/5328/5333",3
"C0023484","Leukemia, Plasma Cell","2/95","47/21671",0.0180861389078698,0.223290956658772,0.195613615127272,"613/2324",2
"C0152096","Complete trisomy 18 syndrome","2/95","47/21671",0.0180861389078698,0.223290956658772,0.195613615127272,"3778/8038",2
"C0206157","Myopathies, Nemaline","2/95","47/21671",0.0180861389078698,0.223290956658772,0.195613615127272,"9215/10804",2
"C3472614","Plasmablastic lymphoma","2/95","47/21671",0.0180861389078698,0.223290956658772,0.195613615127272,"3662/6382",2
"C4317091","Trisomy 18 Syndrome","2/95","47/21671",0.0180861389078698,0.223290956658772,0.195613615127272,"3778/8038",2
"C0024301","Lymphoma, Follicular","6/95","477/21671",0.0185096635395264,0.227441856228614,0.199250002749222,"613/930/3662/60468/6382/29851",6
"C0020514","Hyperprolactinemia","2/95","48/21671",0.0188192956844387,0.229085351672723,0.200689783786832,"4129/5792",2
"C0271385","Horizontal Nystagmus","2/95","48/21671",0.0188192956844387,0.229085351672723,0.200689783786832,"9215/6812",2
"C0740447","Diabetic peripheral neuropathy","3/95","129/21671",0.0191728250345548,0.231599366437612,0.202892181608947,"729230/5270/2324",3
"C0043119","Werner Syndrome","3/95","130/21671",0.0195647098292632,0.231599366437612,0.202892181608947,"3198/5423/3201",3
"C0677944","Sentinel node (disorder)","3/95","130/21671",0.0195647098292632,0.231599366437612,0.202892181608947,"5328/23705/2324",3
"C0020476","Hyperlipoproteinemias","2/95","49/21671",0.0195648311605298,0.231599366437612,0.202892181608947,"1071/6382",2
"C0034902","Pure Red-Cell Aplasia","2/95","49/21671",0.0195648311605298,0.231599366437612,0.202892181608947,"613/1958",2
"C0549297","Auricular swelling","2/95","49/21671",0.0195648311605298,0.231599366437612,0.202892181608947,"729230/5333",2
"C0035372","Rett Syndrome","4/95","234/21671",0.0196481612217705,0.231599366437612,0.202892181608947,"414/4692/6812/3198",4
"C0011633","Dermatomyositis","4/95","235/21671",0.0199230392348138,0.233781609039144,0.204803931062477,"729230/839/640/1511",4
"C0008073","Developmental Disabilities","5/95","355/21671",0.0200465523397997,0.234176093476136,0.205149518398328,"414/4692/10804/3748/3778",5
"C0242706","Hyperoxia","2/95","50/21671",0.0203226251415575,0.234700719513615,0.205609116034152,"5328/5333",2
"C4551538","refractory multiple myeloma","2/95","50/21671",0.0203226251415575,0.234700719513615,0.205609116034152,"930/6382",2
"C0024790","Paroxysmal nocturnal hemoglobinuria","3/95","132/21671",0.0203617514817954,0.234700719513615,0.205609116034152,"729230/5328/1958",3
"C0007786","Brain Ischemia","5/95","358/21671",0.0207023482415926,0.236758738595755,0.207412039711323,"115650/5328/839/57419/1958",5
"C0013473","Eating Disorders","3/95","133/21671",0.0207669121380868,0.236758738595755,0.207412039711323,"414/10810/3855",3
"C0034050","Pulmonary Alveolar Proteinosis","2/95","51/21671",0.0210925582292663,0.236758738595755,0.207412039711323,"60468/729230",2
"C0040479","Torsades de Pointes","2/95","51/21671",0.0210925582292663,0.236758738595755,0.207412039711323,"57419/28232",2
"C0263313","Pemphigus Foliaceus","2/95","51/21671",0.0210925582292663,0.236758738595755,0.207412039711323,"930/29851",2
"C0424139","Anxiety and fear","2/95","51/21671",0.0210925582292663,0.236758738595755,0.207412039711323,"7108/2166",2
"C0020097","HTLV-I Infections","3/95","134/21671",0.021176501379198,0.236758738595755,0.207412039711323,"3662/23705/1958",3
"C0867389","Chronic graft-versus-host disease","4/95","241/21671",0.0216223043220858,0.237857052979976,0.208374215925078,"613/930/3824/29851",4
"C0037286","Skin Neoplasms","5/95","363/21671",0.0218263385555476,0.237857052979976,0.208374215925078,"729230/56288/6382/2324/8038",5
"C0001969","Alcoholic Intoxication","2/95","52/21671",0.0218745118171797,0.237857052979976,0.208374215925078,"930/3778",2
"C0013364","Dysautonomia, Familial","2/95","52/21671",0.0218745118171797,0.237857052979976,0.208374215925078,"2288/3855",2
"C0029866","Other ureteric obstruction","2/95","52/21671",0.0218745118171797,0.237857052979976,0.208374215925078,"10804/112",2
"C1704423","Milroy Disease","2/95","52/21671",0.0218745118171797,0.237857052979976,0.208374215925078,"613/2324",2
"C0333307","Superficial ulcer","4/95","242/21671",0.0219138935566964,0.237857052979976,0.208374215925078,"930/414/729230/57419",4
"C0038358","Gastric ulcer","3/95","136/21671",0.0220089699354542,0.237897787061652,0.208409900939352,"5328/6382/11343",3
"C0848558","Hypospadias","5/95","366/21671",0.0225194956042208,0.242410272929732,0.212363055545675,"414/2288/3778/2239/3201",5
"C0079773","Lymphoma, T-Cell, Cutaneous","5/95","367/21671",0.0227536969502488,0.243923376771186,0.213688607269394,"2288/3662/640/23705/2324",5
"C3160718","PARKINSON DISEASE, LATE-ONSET","4/95","247/21671",0.0234080229154063,0.248576406701735,0.217764885232594,"4129/23205/729230/3855",4
"C0263912","Rotator cuff syndrome","2/95","54/21671",0.0234740099994729,0.248576406701735,0.217764885232594,"2288/2324",2
"C0887898","Experimental Lung Inflammation","2/95","54/21671",0.0234740099994729,0.248576406701735,0.217764885232594,"729230/1958",2
"C0333463","Senile Plaques","4/95","249/21671",0.0240226402738311,0.252545936933941,0.221242384593508,"4129/322/1071/6272",4
"C0005741","Blepharitis","2/95","55/21671",0.0242913212991717,0.252545936933941,0.221242384593508,"10804/5333",2
"C0266526","Norrie disease","2/95","55/21671",0.0242913212991717,0.252545936933941,0.221242384593508,"4129/5328",2
"C1842688","Hypoplasia of the brainstem","2/95","55/21671",0.0242913212991717,0.252545936933941,0.221242384593508,"9215/114034",2
"C4317109","Epileptic Seizures","4/95","250/21671",0.0243336008331744,0.252545936933941,0.221242384593508,"6812/2864/2166/1958",4
"C0032131","Plasmacytoma","3/95","142/21671",0.0246127221295093,0.253635991606694,0.222197324902844,"930/3662/6382",3
"C0013264","Muscular Dystrophy, Duchenne","5/95","375/21671",0.0246844938991256,0.253635991606694,0.222197324902844,"9215/4129/729230/5328/7108",5
"C0019069","Hemophilia A","3/95","143/21671",0.0250621861090558,0.253635991606694,0.222197324902844,"5270/3855/29851",3
"C0270846","Epileptic drop attack","3/95","143/21671",0.0250621861090558,0.253635991606694,0.222197324902844,"6812/3778/2166",3
"C0234233","Sore to touch","2/95","56/21671",0.0251201865007782,0.253635991606694,0.222197324902844,"414/729230",2
"C1504336","Polypoidal choroidal vasculopathy","2/95","56/21671",0.0251201865007782,0.253635991606694,0.222197324902844,"1071/729230",2
"C4316812","Fibrinogen Deficiency","2/95","56/21671",0.0251201865007782,0.253635991606694,0.222197324902844,"5328/1958",2
"C0020295","Hydronephrosis","4/95","253/21671",0.0252811363596417,0.254275522072844,0.222757584343439,"5270/3778/2239/1958",4
"C1861172","Venous Thromboembolism","5/95","378/21671",0.0254349759402002,0.254671960583742,0.223104883541996,"613/1071/7108/11343/1511",5
"C0002875","Cooley's anemia","3/95","144/21671",0.0255160774327665,0.254671960583742,0.223104883541996,"930/51327/23705",3
"C0018939","Hematological Disease","4/95","255/21671",0.025925075140759,0.256300369718254,0.224531448246964,"613/3662/51327/1958",4
"C1862863","Sparse body hair","2/95","57/21671",0.0259604908892816,0.256300369718254,0.224531448246964,"126695/4047",2
"C0023485","Precursor B-Cell Lymphoblastic Leukemia-Lymphoma","3/95","145/21671",0.0259743944743259,0.256300369718254,0.224531448246964,"613/930/64077",3
"C0242350","Erectile dysfunction","4/95","256/21671",0.0262507296781577,0.258049625704154,0.22606388060475,"3662/3778/6382/3855",4
"C0338908","Mixed anxiety and depressive disorder","3/95","146/21671",0.0264371353467962,0.258905028490241,0.226813254577975,"414/3855/2324",3
"C0206710","Basal Cell Neoplasm","2/95","58/21671",0.0268121205146434,0.259648973757049,0.227464986404801,"3662/60468",2
"C0575157","Deformity of spine","2/95","58/21671",0.0268121205146434,0.259648973757049,0.227464986404801,"9215/414",2
"C3665365","Arteriosclerotic cardiovascular disease, NOS","2/95","58/21671",0.0268121205146434,0.259648973757049,0.227464986404801,"1071/6272",2
"C0023470","Myeloid Leukemia","5/95","385/21671",0.02724284657312,0.262843019714732,0.230263124251556,"9215/613/930/3855/1958",5
"C0020488","Hypernatremia","2/95","59/21671",0.0276749621874116,0.264056514471421,0.231326204010118,"5328/6382",2
"C0268381","Primary amyloidosis","2/95","59/21671",0.0276749621874116,0.264056514471421,0.231326204010118,"613/6382",2
"C4524268","Advanced lung cancer","2/95","59/21671",0.0276749621874116,0.264056514471421,0.231326204010118,"3662/124976",2
"C0278595","Adult Fibrosarcoma","5/95","387/21671",0.0277740825202185,0.264056514471421,0.231326204010118,"115650/5328/10253/6382/1958",5
"C0018081","Gonorrhea","4/95","261/21671",0.0279159860392807,0.264440522299368,0.231662613332672,"3662/6382/2324/1958",4
"C0020302","Hydrophthalmos","2/95","60/21671",0.0285489034743574,0.266558758246241,0.233518289878917,"9215/414",2
"C0024591","Malignant hyperpyrexia due to anesthesia","2/95","60/21671",0.0285489034743574,0.266558758246241,0.233518289878917,"126695/57419",2
"C0263523","Micronychia (disorder)","2/95","60/21671",0.0285489034743574,0.266558758246241,0.233518289878917,"10804/2239",2
"C1843300","Sparse eyelashes","2/95","60/21671",0.0285489034743574,0.266558758246241,0.233518289878917,"10804/4047",2
"C0544886","Somatic mutation","3/95","151/21671",0.028817113268426,0.267380501539516,0.234238176517899,"613/2239/4291",3
"C0202239","Uric acid measurement (procedure)","4/95","264/21671",0.0289448374027423,0.267380501539516,0.234238176517899,"126695/29842/5792/4782",4
"C0242647","Mucosa-Associated Lymphoid Tissue Lymphoma","4/95","264/21671",0.0289448374027423,0.267380501539516,0.234238176517899,"115650/930/3662/729230",4
"C0040761","Transposition of Great Vessels","2/95","61/21671",0.0294338326941365,0.269982866789527,0.236517973613373,"3198/2239",2
"C4723838","Metastatic Breast Carcinoma","2/95","61/21671",0.0294338326941365,0.269982866789527,0.236517973613373,"3292/5792",2
"C0234251","Inflammatory pain","4/95","266/21671",0.0296431596412879,0.270948880230017,0.237364247838641,"2288/729230/11343/6272",4
"C0042870","Vitamin D Deficiency","3/95","153/21671",0.0297999768831024,0.271429859372314,0.237785608695495,"930/2288/729230",3
"C0002878","Anemia, Hemolytic","3/95","154/21671",0.0302980101930951,0.271507592330894,0.237853706505053,"115650/930/29851",3
"C0079740","High Grade Lymphoma (neoplasm)","2/95","62/21671",0.0303296389129713,0.271507592330894,0.237853706505053,"930/23205",2
"C0263666","Dermatomyositis, Childhood Type","2/95","62/21671",0.0303296389129713,0.271507592330894,0.237853706505053,"839/640",2
"C0596240","Cancer Pain","2/95","62/21671",0.0303296389129713,0.271507592330894,0.237853706505053,"2166/11343",2
"C2939461","Myeloid neoplasm","2/95","62/21671",0.0303296389129713,0.271507592330894,0.237853706505053,"613/1958",2
"C0280313","Squamous cell carcinoma of oropharynx","3/95","155/21671",0.0308004391185272,0.272983125338555,0.239146344371749,"26509/3855/23705",3
"C0017654","Glomerular Filtration Rate","5/95","399/21671",0.0311003825640474,0.272983125338555,0.239146344371749,"80726/640/3778/29842/6272",5
"C0004245","Atrioventricular Block","2/95","63/21671",0.0312362119403574,0.272983125338555,0.239146344371749,"414/2324",2
"C1519176","Salivary Gland Pleomorphic Adenoma","2/95","63/21671",0.0312362119403574,0.272983125338555,0.239146344371749,"7108/1958",2
"C1608389","Autoimmune myocarditis","2/95","63/21671",0.0312362119403574,0.272983125338555,0.239146344371749,"729230/29851",2
"C0280803","Primary central nervous system lymphoma","3/95","156/21671",0.031307259329922,0.272983125338555,0.239146344371749,"613/930/3662",3
"C0085083","Ovarian Hyperstimulation Syndrome","2/95","64/21671",0.0321534423247918,0.272983125338555,0.239146344371749,"2324/1958",2
"C0751676","Basal Cell Cancer","2/95","64/21671",0.0321534423247918,0.272983125338555,0.239146344371749,"3662/60468",2
"C1336735","Treatment related acute myeloid leukaemia","2/95","65/21671",0.0330812213495245,0.272983125338555,0.239146344371749,"613/930",2
"C0497156","Lymphadenopathy","4/95","277/21671",0.0336624738151377,0.272983125338555,0.239146344371749,"115650/930/6382/29851",4
"C0152268","Nodular Sclerosis Classical Hodgkin Lymphoma","2/95","66/21671",0.0340194410283318,0.272983125338555,0.239146344371749,"10804/6382",2
"C1859308","PREMATURE CENTROMERE DIVISION","2/95","66/21671",0.0340194410283318,0.272983125338555,0.239146344371749,"930/6382",2
"C0018790","Cardiac Arrest","5/95","411/21671",0.0346679596089901,0.272983125338555,0.239146344371749,"3748/6382/7108/112/11343",5
"C0021122","Disruptive, Impulse Control, and Conduct Disorders","2/95","67/21671",0.0349679941013122,0.272983125338555,0.239146344371749,"5333/3855",2
"C0683322","Mental impairment","2/95","67/21671",0.0349679941013122,0.272983125338555,0.239146344371749,"4129/414",2
"C0271441","Chronic otitis media","3/95","163/21671",0.0349775458740619,0.272983125338555,0.239146344371749,"115650/930/29851",3
"C0016057","Fibrosarcoma","5/95","413/21671",0.0352862938040113,0.272983125338555,0.239146344371749,"115650/5328/10253/6382/1958",5
"C0014145","Yolk Sac Tumor","2/95","68/21671",0.0359267740307046,0.272983125338555,0.239146344371749,"10253/3855",2
"C0221026","X-linked agammaglobulinemia","2/95","68/21671",0.0359267740307046,0.272983125338555,0.239146344371749,"115650/930",2
"C0393734","Complex Partial Status Epilepticus","2/95","68/21671",0.0359267740307046,0.272983125338555,0.239146344371749,"729230/3778",2
"C0751524","Simple Partial Status Epilepticus","2/95","68/21671",0.0359267740307046,0.272983125338555,0.239146344371749,"729230/3778",2
"C4282407","Sparse and thin eyebrow","2/95","68/21671",0.0359267740307046,0.272983125338555,0.239146344371749,"10804/4047",2
"C4025790","Specific learning disability","3/95","165/21671",0.0360654238658966,0.272983125338555,0.239146344371749,"9215/4692/2324",3
"C1333064","Classical Hodgkin's Lymphoma","4/95","285/21671",0.0367764079097205,0.272983125338555,0.239146344371749,"930/23205/3662/6382",4
"C0038436","Post-Traumatic Stress Disorder","5/95","418/21671",0.0368620280700246,0.272983125338555,0.239146344371749,"414/2288/2166/3855/2324",5
"C0020620","Hypohidrosis","2/95","69/21671",0.0368956749967282,0.272983125338555,0.239146344371749,"126695/10804",2
"C0271160","Cortical cataract","2/95","69/21671",0.0368956749967282,0.272983125338555,0.239146344371749,"6382/4047",2
"C0423867","Fine hair","2/95","69/21671",0.0368956749967282,0.272983125338555,0.239146344371749,"10804/6812",2
"C0751522","Status Epilepticus, Subclinical","2/95","69/21671",0.0368956749967282,0.272983125338555,0.239146344371749,"729230/3778",2
"C0409348","Flexion contracture of proximal interphalangeal joint","3/95","168/21671",0.0377297427362543,0.272983125338555,0.239146344371749,"613/6812/2239",3
"C0021167","Incontinence","2/95","70/21671",0.0378745918934452,0.272983125338555,0.239146344371749,"3778/5792",2
"C0042693","Violence","2/95","70/21671",0.0378745918934452,0.272983125338555,0.239146344371749,"4129/2324",2
"C1292753","Primary Effusion Lymphoma","3/95","169/21671",0.0382931554998558,0.272983125338555,0.239146344371749,"2288/3662/6382",3
"C0242510","Drug usage","3/95","170/21671",0.0388608761932689,0.272983125338555,0.239146344371749,"4129/10810/2166",3
"C3887499","Renal cyst","3/95","170/21671",0.0388608761932689,0.272983125338555,0.239146344371749,"3292/640/2239",3
"C4087504","Peritoneal dissemination","3/95","170/21671",0.0388608761932689,0.272983125338555,0.239146344371749,"5328/56288/23705",3
"C0013575","Ectodermal Dysplasia","2/95","71/21671",0.0388634203246446,0.272983125338555,0.239146344371749,"126695/10804",2
"C0014116","Endocardial Cushion Defects","2/95","71/21671",0.0388634203246446,0.272983125338555,0.239146344371749,"930/414",2
"C0751523","Non-Convulsive Status Epilepticus","2/95","71/21671",0.0388634203246446,0.272983125338555,0.239146344371749,"729230/3778",2
"C0027873","Neuromyelitis Optica","3/95","171/21671",0.0394328973438072,0.272983125338555,0.239146344371749,"930/6382/23705",3
"C0877008","Enzyme inhibition disorder","3/95","171/21671",0.0394328973438072,0.272983125338555,0.239146344371749,"4129/2166/11343",3
"C0018818","Ventricular Septal Defects","5/95","426/21671",0.0394725143052083,0.272983125338555,0.239146344371749,"613/414/6812/3198/2239",5
"C0033575","Prostatic Diseases","2/95","72/21671",0.0398620565997479,0.272983125338555,0.239146344371749,"7108/2324",2
"C0205734","Diabetes, Autoimmune","3/95","172/21671",0.0400092112899236,0.272983125338555,0.239146344371749,"60468/1511/29851",3
"C0086565","Liver Dysfunction","2/95","73/21671",0.0408703977297368,0.272983125338555,0.239146344371749,"729230/6272",2
